Recording	Participant	Timeline	TOI	Interval	Media	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Number_of_whole_fixations	Duration_of_first_whole_fixation
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0		0	
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	77061	306	252	383
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0		0	
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	1083	217	5	217
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		8127	353	23	250
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-5631957997769300884)	1	Encuesta TFG (60)	316	316	1	316
Recording8	Participant8	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0		0	
Recording8	Participant8	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	75495	236	320	316
Recording8	Participant8	Timeline1-Mode1	PatataClaro	1	PatataClaro	42652	255	167	100
Recording8	Participant8	Timeline1-Mode1	Text1	1	Text1	5246	164	32	100
Recording8	Participant8	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording8,Text1	357275	318	1122	350
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0		0	
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	13990	241	58	450
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0		0	
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	25115	318	79	167
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0		0	
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	23267	253	92	133
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	167	167	1	167
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	34658	230	151	233
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0		0	
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	1282	214	6	67
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		10159	267	38	150
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=4719153219169576662)	1	Encuesta TFG (66)	433	217	2	266
Recording9	Participant9	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		100	100	1	100
Recording9	Participant9	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	61855	229	270	200
Recording9	Participant9	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	48765	236	207	183
Recording9	Participant9	Timeline2-Mode2	Text	1	Text	5679	183	31	200
Recording9	Participant9	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording9,Text	307461	265	1159	266
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0		0	
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	22650	324	70	217
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0		0	
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	45151	572	79	233
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0		0	
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	26797	394	68	67
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	150	150	1	150
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	80259	388	207	300
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0		0	
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	1083	217	5	167
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		9493	264	36	316
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=3337755170654528396)	1	Encuesta TFG (72)	233	233	1	233
Recording10	Participant10	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		167	167	1	167
Recording10	Participant10	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	125642	408	308	133
Recording10	Participant10	Timeline1-Mode1	PatataClaro	1	PatataClaro	95114	537	177	133
Recording10	Participant10	Timeline1-Mode1	Text1	1	Text1	13074	256	51	466
Recording10	Participant10	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording10,Text1	504168	435	1160	67
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0		0	
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	4364	397	11	250
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0		0	
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	10326	258	40	200
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0		0	
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	18337	232	79	167
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0		0	
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	34841	232	150	83
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0		0	
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	483	121	4	117
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		11025	204	54	167
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-5698032971797381763)	1	Encuesta TFG (78)	217	217	1	217
Recording11	Participant11	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		150	150	1	150
Recording11	Participant11	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	32443	193	168	150
Recording11	Participant11	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	25282	222	114	200
Recording11	Participant11	Timeline2-Mode2	Text	1	Text	8844	211	42	133
Recording11	Participant11	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording11,Text	233281	282	826	167
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	67	67	1	67
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	4630	289	16	217
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	67	67	1	67
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	20285	338	60	83
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0		0	
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	21451	268	80	183
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0		0	
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	38789	337	115	217
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0		0	
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	167	167	1	167
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		7611	507	15	400
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=7065444493329199705)	1	Encuesta TFG (84)	400	200	2	217
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0		0	
Recording12	Participant12	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	65053	270	241	300
Recording12	Participant12	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	41637	269	155	350
Recording12	Participant12	Timeline2-Mode2	Text	1	Text	6096	197	31	83
Recording12	Participant12	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording12,Text	269838	312	866	233
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0		0	
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	22301	305	73	217
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	716	239	3	217
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	15072	419	36	1116
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0		0	
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	15489	238	65	233
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0		0	
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	45284	218	208	167
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0		0	
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	2082	208	10	183
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		9526	353	27	217
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-7274187278857761352)	1	Encuesta TFG (90)	133	133	1	133
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0		0	
Recording13	Participant13	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	9443	270	35	167
Recording13	Participant13	Timeline1-Mode1	PatataClaro	1	PatataClaro	47682	284	168	217
Recording13	Participant13	Timeline1-Mode1	Text1	1	Text1	8077	176	46	333
Recording13	Participant13	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording13,Text1	286693	338	848	200
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	17587	284	62	200
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	27830	276	101	117
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	16555	267	62	183
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	82124	266	309	849
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	4463	165	27	83
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	11	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	12	Encuesta TFG (1)	6562	386	17	183
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	13	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	14	Encuesta TFG (1)	7628	305	25	300
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	15	Encuesta TFG (1)	167	167	1	167
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	16	Encuesta TFG (1)	46566	287	162	483
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	17	Encuesta TFG (1)	0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	18	Encuesta TFG (1)	1049	150	7	117
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		8327	245	34	283
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	2		0		0	
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	3		7961	265	30	83
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	4		3897	229	17	217
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=7848986067235564218)	1	Encuesta TFG (105)	183	92	2	117
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-5246141732763467724)	1	Encuesta TFG (96)	516	258	2	233
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0		0	
Recording14	Participant14	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	59490	305	195	150
Recording14	Participant14	Timeline1-Mode1	PatataClaro	1	PatataClaro	50380	325	155	183
Recording14	Participant14	Timeline1-Mode1	Text1	1	Text1	6928	182	38	150
Recording14	Participant14	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording14,Text1	434502	288	1510	233
