Recording	Participant	Timeline	TOI	Interval	Media	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	58	81,23	30,41	505,13	82,67	2,14	0,55	11,8	124,29	2527	357,92	126,83	83,23	2,71
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	75	90,57	30,76	429,47	70,67	2,55	0,5	13,78	190,93	26	113,3	302,16	265,23	13,78
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	112	87,95	30,5	472,16	80,57	2,57	0,63	12,58	288,33	26	273,39	36,41	36,25	0,96
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	1	53,66	53,66	53,66		1,5	1,5	1,5	1,5	371	183,37	53,66	47,22	1,5
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		12	123,61	30,69	718,87	191,72	2,8	0,62	11,82	33,62	98	111,75	67,75	64,39	3,53
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=7065444493329199705)	1	Encuesta TFG (84)	1	59,73	59,73	59,73		1,08	1,08	1,08	1,08	71	230,23	59,73	59,73	1,08
Recording12	Participant12	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	368,02	368,02	368,02		13,51	13,51	13,51	13,51	236	315,94	368,02	201,15	13,51
Recording12	Participant12	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	225	76,66	30,06	481,4	82,51	2,61	0,6	17,82	587,53	173	60,39	69,78	59,09	1,86
Recording12	Participant12	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	148	93,71	30,1	616,33	110,45	2,98	0,47	15,87	441,01	253	167,94	80,07	70,22	2,48
Recording12	Participant12	Timeline2-Mode2	Text	1	Text	28	176,17	45,12	604,27	141,4	5,89	1,11	22,87	164,92	273	147,02	122,33	74,87	3,97
Recording12	Participant12	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording12,Text	787	93,84	30,06	718,87	102,06	2,98	0,47	24,78	2348,04	442	110,3	151,42	111,68	4,45
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	69	157,49	31,78	841,81	159,33	4,93	0,7	22,88	340,11	44	94,15	223,53	223,53	4,62
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	4	92,77	58,7	123,98	29,22	3	1,66	4,08	12	342	86,1	123,98	114,73	4,08
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	34	80,42	31,37	337,95	71,87	2,39	0,53	8,99	81,16	107	239	82,84	57,4	3,73
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	52	94,14	30,36	357,27	75,96	2,76	0,53	13,05	143,5	415	249,18	79,02	79,02	2,16
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	152	98,39	30,9	623,73	87,5	2,82	0,13	22,98	429,12	2774	105,13	134,31	134,31	3,51
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	9	136,8	54,51	376,33	106,99	4,04	1,35	12,96	36,34	165	142,86	236,7	103,91	7,04
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		26	296,64	30,26	681,68	213,98	7,26	0,75	15,52	188,89	6847	153,59	306,94	306,94	5,8
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-7274187278857761352)	1	Encuesta TFG (90)	1	55,51	55,51	55,51		1,43	1,43	1,43	1,43	499	289,17	55,51	55,51	1,43
Recording13	Participant13	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0													
Recording13	Participant13	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	34	109,3	32,56	603,18	117,4	3,08	0,69	15,65	104,85	43	118,15	210,81	154,47	8,19
Recording13	Participant13	Timeline1-Mode1	PatataClaro	1	PatataClaro	167	106,11	30,09	576,47	117,55	2,74	0,62	11,78	457,1	224	135,15	576,47	234,55	11,78
Recording13	Participant13	Timeline1-Mode1	Text1	1	Text1	45	159,02	30,65	652,36	151,93	4,19	0,84	13,86	188,56	6	49,9	35,82	35,82	0,84
Recording13	Participant13	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording13,Text1	762	119,99	30,09	841,81	125,04	3,52	0,13	22,98	2685,17	242	179,27	258,14	144,78	4,56
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	1	131,76	131,76	131,76		2,36	2,36	2,36	2,36	17	272,41	131,76	131,76	2,36
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	44	112,95	30,61	323,29	66,43	2,88	0,58	9,37	126,89	22	91,57	111,65	88,67	3,12
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	68	84,47	30,1	363,94	63,92	1,75	0,51	7,05	119,15	142	70,77	52,46	52,46	0,96
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	48	95,02	32,24	242,49	59,05	1,78	0,37	4,26	85,43	251	205	72,96	72,96	1,3
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	230	110,55	30,02	841,51	102,93	2,49	0,5	19,76	572,88	1182	353,25	84,33	84,33	1,38
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	14	110,4	33,23	460,63	124,74	2,48	0,37	10,28	34,79	466	106,2	44,38	42,6	1,62
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	11	Encuesta TFG (1)	0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	12	Encuesta TFG (1)	14	122,37	30,15	334,08	83,46	2,5	0,7	6,53	35,01	238	91,39	146,58	146,58	3,27
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	13	Encuesta TFG (1)	0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	14	Encuesta TFG (1)	20	71,53	31,89	115,73	27,62	1,57	0,54	3,48	31,4	65	202,59	105,04	73,45	2,72
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	15	Encuesta TFG (1)	2	119,97	114,49	125,45	7,75	2,89	2,88	2,89	5,77	4	40,74	114,49	81,15	2,89
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	16	Encuesta TFG (1)	143	89,55	30,33	394,69	57,59	2,22	0,36	6,11	317,98	149	86,35	57,77	44,01	2,64
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	17	Encuesta TFG (1)	0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	18	Encuesta TFG (1)	4	35,13	31,06	40,41	4,34	1,07	0,53	1,62	4,27	524	252,33	40,41	40,41	1,62
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		21	108,3	31,29	705	146,47	2,38	0,5	12,3	50,05	55	212,75	39,01	36,85	1,28
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	2		0													
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	3		22	160,51	33	495,15	127,7	3,63	0,53	14,39	79,93	45	240,34	76,86	76,86	2,41
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	4		14	126,95	30,28	642,76	163,46	3,49	0,51	25,37	48,8	333	232,67	30,68	30,68	1,17
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=7848986067235564218)	1	Encuesta TFG (105)	1	36,66	36,66	36,66		1,04	1,04	1,04	1,04	241	87,08	36,66	36,66	1,04
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-5246141732763467724)	1	Encuesta TFG (96)	2	51,24	42,06	60,41	12,98	1,97	1,8	2,15	3,94	275	282,88	60,41	60,41	1,8
Recording14	Participant14	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	423,33	423,33	423,33		12,51	12,51	12,51	12,51	203	327,47	423,33	147,36	12,51
Recording14	Participant14	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	176	100,2	30,33	600,73	107,7	2,53	0,5	15,26	445,94	275	85,47	91,93	81,82	3,27
Recording14	Participant14	Timeline1-Mode1	PatataClaro	1	PatataClaro	138	100,55	30,06	711,48	99,31	2,25	0,61	12,71	311,15	360	18,63	94,9	72,55	3,4
Recording14	Participant14	Timeline1-Mode1	Text1	1	Text1	34	203,76	40,69	767,43	177,46	4,72	0,58	21,1	160,35	604	133,14	352,67	121,08	7,96
Recording14	Participant14	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording14,Text1	1110	106,76	30,02	841,51	101,97	2,52	0,36	25,37	2798,8	460	281,36	236,36	123,99	7,72
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	30	101,57	30,2	458,91	107,16	2,71	0,7	13,87	81,35	556	283,59	68,01	68,01	2,11
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	51	67,27	30,6	239,99	42,77	1,98	0,61	5,9	101,07	220	86,58	142,33	87,95	3,48
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	32	93,12	35,89	201,36	49,13	2,43	0,76	7,95	77,67	214	183,32	52,27	52,27	0,93
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	101,12	101,12	101,12		2,19	2,19	2,19	2,19	195	233,75	101,12	71,15	2,19
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	114	72,42	31,48	282,29	44,3	2,18	0,71	8,27	248,35	195	5,06	88,76	79,32	3,13
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	2	168,2	102,52	233,89	92,89	7,13	3,23	11,03	14,26	61	85,22	233,89	217,04	11,03
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		30	114,99	31,05	530,02	110,45	3,33	0,76	15,13	99,9	27	108,36	60,76	60,76	1,29
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=8586003082529571610)	1	Encuesta TFG (113)	1	51,78	51,78	51,78		1,45	1,45	1,45	1,45	343	258,71	51,78	41,83	1,45
Recording15	Participant15	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0													
Recording15	Participant15	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	220	103,29	30,08	875,98	133,9	2,91	0,72	18,66	639,19	181	89,26	183,77	93,98	4,88
Recording15	Participant15	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	184	105,68	30,16	578	110,11	2,98	0,51	19,19	549,22	154	143,47	257,33	239,02	12
Recording15	Participant15	Timeline2-Mode2	Text	1	Text	32	191,11	33,65	768,92	176,79	5,54	0,6	14,96	177,37	394	127,37	768,92	768,92	14,07
Recording15	Participant15	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording15,Text	812	106,65	30,08	875,98	116,76	3,1	0,51	19,19	2513,74	258	127,73	282,8	154,94	12,14
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	25	131,73	30,1	668,5	132,47	3,9	0,75	19,58	97,58	682	266,75	75,31	53,15	2,26
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	11	62,83	31,89	135,59	31,03	1,56	0,6	2,49	17,19	78	50,23	81,92	58,7	2,11
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	11	81,89	38,82	185,36	41,91	2,3	0,49	3,53	25,34	587	223,8	104,91	90,99	3,2
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	83	108,69	30,53	839,8	105,94	3,08	0,11	23,65	255,25	31	1,42	99,37	70,87	2,98
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	2	105,31	76,67	133,95	40,5	2,32	2,26	2,39	4,65	333	101,17	76,67	58,09	2,26
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		36	124,12	30,52	748,64	140,86	3,53	0,6	16,35	127,06	109	250,34	101,76	90,69	3,47
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-2073650918398056993)	1	Encuesta TFG (119)	0													
Recording16	Participant16	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	338,48	338,48	338,48		11,54	11,54	11,54	11,54	235	338,77	338,48	174,18	11,54
Recording16	Participant16	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	190	106,51	30,61	894,73	113,24	3,16	0,29	21,03	599,84	224	137,2	231,06	164,52	6,79
Recording16	Participant16	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	170	134,2	30,01	676,7	130,99	3,92	0,48	23,42	666,87	208	168,26	360,58	158,38	8,98
Recording16	Participant16	Timeline2-Mode2	Text	1	Text	38	219,44	36,83	1055,95	211,92	6,09	1,09	21,64	231,29	247	122,06	574,51	251,3	12,6
Recording16	Participant16	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording16,Text	669	130,19	30,01	1055,95	136,95	3,84	0,11	23,65	2569,17	1306	66,24	191,7	91,55	5,19
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	1	106,36	106,36	106,36		2,97	2,97	2,97	2,97	100	257,89	106,36	80,89	2,97
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	19	126,85	32,38	775,68	205,22	3,19	0,56	16,37	60,52	84	133,88	37,21	37,21	0,56
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
