AOI,Scenario,Oscuro_Total,Oscuro_Mean,Claro_Total,Claro_Mean,t_statistic,p_value,Significant,Difference_%
de15,Mochila,5.0,0.29411764705882354,0.0,0.0,2.0628424925175866,0.04732136172658952,Yes,0.0
está1,Mochila,5.0,0.29411764705882354,0.0,0.0,2.0628424925175866,0.04732136172658952,Yes,0.0
lo,Mochila,5.0,0.29411764705882354,0.0,0.0,2.0628424925175866,0.04732136172658952,Yes,0.0
para11,Mochila,5.0,0.29411764705882354,0.0,0.0,2.0628424925175866,0.04732136172658952,Yes,0.0
cabina1,Mochila,9.0,0.5294117647058824,0.0,0.0,2.0446626032894337,0.049187296854970385,Yes,0.0
para3,Mochila,8.0,0.47058823529411764,0.0,0.0,1.9261736493723074,0.06300537377329511,No,0.0
estrés,Mochila,6.0,0.35294117647058826,0.0,0.0,1.8516401995451033,0.07332426362388582,No,0.0
un3,Mochila,3.0,0.17647058823529413,0.0,0.0,1.8516401995451033,0.07332426362388582,No,0.0
15,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
Color:,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
Mochila1,Mochila,6.0,0.35294117647058826,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
cantidad,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
cesta,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
con,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
de1,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
de18,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
de19,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
de20,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
de22,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
de24,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
de27,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
del2,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
el4,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
en2,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
la7,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
las3,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
más,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
para8,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
que3,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
que5,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
sea,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
tus1,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
tus3,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
un6,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
y8,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
ya,Mochila,3.0,0.17647058823529413,0.0,0.0,1.851640199545103,0.07332426362388586,No,0.0
comprar,Mochila,5.0,0.29411764705882354,0.0,0.0,1.7677669529663687,0.08663500276648406,No,0.0
mayor2,Mochila,5.0,0.29411764705882354,0.0,0.0,1.7677669529663687,0.08663500276648406,No,0.0
para17,Mochila,5.0,0.29411764705882354,0.0,0.0,1.7677669529663687,0.08663500276648406,No,0.0
de9,Mochila,4.0,0.23529411764705882,0.0,0.0,1.7253243712550148,0.0941158074324279,No,0.0
en,Mochila,4.0,0.23529411764705882,0.0,0.0,1.7253243712550148,0.0941158074324279,No,0.0
la3,Mochila,4.0,0.23529411764705882,0.0,0.0,1.7253243712550148,0.0941158074324279,No,0.0
que4,Mochila,4.0,0.23529411764705882,0.0,0.0,1.7253243712550148,0.0941158074324279,No,0.0
40x20x25,Mochila,6.0,0.35294117647058826,0.0,0.0,1.6886341073527007,0.10101295319332096,No,0.0
de6,Mochila,6.0,0.35294117647058826,0.0,0.0,1.4605934866804433,0.15387676062297262,No,0.0
alta,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
asa,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
como2,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
con1,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
con8,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
con9,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
de10,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
de11,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
de25,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
de5,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
de8,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
esta,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
la10,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
las1,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
los4,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
para1,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
para4,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
raton,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
stock,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
un1,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
un2,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
un8,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
y11,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
y6,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
y7,Mochila,2.0,0.11764705882352941,0.0,0.0,1.460593486680443,0.15387676062297273,No,0.0
está,Mochila,3.0,0.17647058823529413,0.0,0.0,1.3764944032233708,0.17822454352565661,No,0.0
lista_deseos,Mochila,3.0,0.17647058823529413,0.0,0.0,1.3764944032233708,0.17822454352565661,No,0.0
viaje3,Mochila,3.0,0.17647058823529413,0.0,0.0,1.3764944032233708,0.17822454352565661,No,0.0
Avion,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
Negro,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
Pasa,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
Viaje,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
ampliarla,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
de14,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
de16,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
de17,Mochila,2.0,0.11764705882352941,0.0,0.0,1.0,0.3248127136510986,No,0.0
de28,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
imagen,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
la,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
la8,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
lo2,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
por,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
y10,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
y2,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
y4,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
y5,Mochila,1.0,0.058823529411764705,0.0,0.0,1.0,0.3248127136510986,No,0.0
agronomicos,Overall,0.0,0.0,25.0,0.7352941176470589,-4.451143686208498,3.3680699267719245e-05,Yes,-100.0
domesticada,Overall,0.0,0.0,22.0,0.6470588235294118,-4.446046191018855,3.4300498967279326e-05,Yes,-100.0
articulos,Overall,21.0,0.6176470588235294,0.0,0.0,4.40793676702106,3.9298304614449024e-05,Yes,0.0
consumo,Overall,0.0,0.0,17.0,0.5,-4.398275524135214,4.0673571482247465e-05,Yes,-100.0
tuberosum,Overall,0.0,0.0,31.0,0.9117647058823529,-4.3747920029874034,4.4213974407726285e-05,Yes,-100.0
Almacenamiento,Overall,19.0,0.5588235294117647,0.0,0.0,4.1461399144838555,9.853917648106743e-05,Yes,0.0
habitantes,Overall,0.0,0.0,16.0,0.47058823529411764,-4.143758162262498,9.935421007666425e-05,Yes,-100.0
comprende,Overall,0.0,0.0,30.0,0.8823529411764706,-4.117287310174084,0.0001088619358637215,Yes,-100.0
GuineaEcuatorial,Overall,0.0,0.0,33.0,0.9705882352941176,-4.096968040821226,0.0001167497503238312,Yes,-100.0
Espalda,Overall,21.0,0.6176470588235294,0.0,0.0,4.0551285795409955,0.00013476359971490259,Yes,0.0
compartimento3,Overall,21.0,0.6176470588235294,0.0,0.0,4.0551285795409955,0.00013476359971490259,Yes,0.0
bolsillo,Overall,13.0,0.38235294117647056,0.0,0.0,4.044111609448658,0.00013993540446704698,Yes,0.0
Titiaca,Overall,0.0,0.0,29.0,0.8529411764705882,-4.029804119370012,0.00014693784335776888,Yes,-100.0
cremalleras,Overall,24.0,0.7058823529411765,0.0,0.0,3.993282950760217,0.00016637554537024394,Yes,0.0
anchas,Overall,11.0,0.3235294117647059,0.0,0.0,3.9727331518303837,0.00017837675160994917,Yes,0.0
compartimento,Overall,22.0,0.6470588235294118,0.0,0.0,3.9727331518303837,0.00017837675160994917,Yes,0.0
creciendo,Overall,0.0,0.0,22.0,0.6470588235294118,-3.9727331518303837,0.00017837675160994917,Yes,-100.0
gastronomico,Overall,0.0,0.0,25.0,0.7352941176470589,-3.963369980129374,0.00018411697288865653,Yes,-100.0
construida,Overall,15.0,0.4411764705882353,0.0,0.0,3.8966715386024777,0.00023045770644261872,Yes,0.0
mayor,Overall,15.0,0.4411764705882353,0.0,0.0,3.8966715386024777,0.00023045770644261872,Yes,0.0
compartimento2,Overall,16.0,0.47058823529411764,0.0,0.0,3.8840332498208983,0.00024041831421106063,Yes,0.0
compartimento1,Overall,29.0,0.8529411764705882,0.0,0.0,3.878437368678812,0.0002449593421513463,Yes,0.0
consideraban,Overall,0.0,0.0,28.0,0.8235294117647058,-3.864924881779902,0.00025626635328759883,Yes,-100.0
solanaceas,Overall,0.0,0.0,28.0,0.8235294117647058,-3.864924881779902,0.00025626635328759883,Yes,-100.0
pertenenciente,Overall,0.0,0.0,25.0,0.7352941176470589,-3.864560755565116,0.00025657786765291086,Yes,-100.0
personales,Overall,19.0,0.5588235294117647,0.0,0.0,3.790821242634207,0.00032773086790093166,Yes,0.0
Hispanoamerica,Overall,0.0,0.0,24.0,0.7058823529411765,-3.7832860071699845,0.00033598337212689656,Yes,-100.0
paneles,Overall,12.0,0.35294117647058826,0.0,0.0,3.7832860071699836,0.00033598337212689656,Yes,0.0
parte,Overall,0.0,0.0,12.0,0.35294117647058826,-3.7832860071699836,0.00033598337212689656,Yes,-100.0
tuberculos,Overall,0.0,0.0,12.0,0.35294117647058826,-3.7832860071699845,0.00033598337212689656,Yes,-100.0
herbacea,Overall,0.0,0.0,21.0,0.6176470588235294,-3.775403669773016,0.00034482864172603666,Yes,-100.0
multifuncionales,Overall,25.0,0.7352941176470589,0.0,0.0,3.772791334190874,0.00034780894225753525,Yes,0.0
eruopa,Overall,0.0,0.0,18.0,0.5294117647058824,-3.740957684591709,0.00038616405015302744,Yes,-100.0
transporte,Overall,18.0,0.5294117647058824,0.0,0.0,3.740957684591709,0.00038616405015302744,Yes,0.0
españoles,Overall,0.0,0.0,22.0,0.6470588235294118,-3.7299989257455177,0.0004002792995013891,Yes,-100.0
Filipinas,Overall,0.0,0.0,20.0,0.5882352941176471,-3.7080992435478315,0.0004299773199877864,Yes,-100.0
permite,Overall,17.0,0.5,0.0,0.0,3.6990440426234845,0.0004428619966700192,Yes,0.0
fabricada,Overall,13.0,0.38235294117647056,0.0,0.0,3.6926544411190023,0.00045217468022288796,Yes,0.0
centrales1,Overall,0.0,0.0,13.0,0.38235294117647056,-3.692654441119002,0.00045217468022288893,Yes,-100.0
altiplano,Overall,0.0,0.0,24.0,0.7058823529411765,-3.6899926619537076,0.0004561090465577692,Yes,-100.0
hebilla,Overall,16.0,0.47058823529411764,0.0,0.0,3.66772808416369,0.0004903219873985031,Yes,0.0
Además1,Overall,14.0,0.4117647058823529,0.0,0.0,3.6556307750696546,0.0005099237829998411,Yes,0.0
originaria,Overall,0.0,0.0,21.0,0.6176470588235294,-3.6556307750696546,0.0005099237829998411,Yes,-100.0
40x20x251,Overall,14.0,0.4117647058823529,0.0,0.0,3.655630775069654,0.0005099237829998424,Yes,0.0
Nuestra1,Overall,14.0,0.4117647058823529,0.0,0.0,3.655630775069654,0.0005099237829998424,Yes,0.0
acolchado1,Overall,14.0,0.4117647058823529,0.0,0.0,3.655630775069654,0.0005099237829998424,Yes,0.0
Solanum1,Overall,0.0,0.0,30.0,0.8823529411764706,-3.651073967082278,0.0005174992932730056,Yes,-100.0
antirrobo,Overall,15.0,0.4411764705882353,0.0,0.0,3.651073967082278,0.0005174992932730056,Yes,0.0
equipaje,Overall,15.0,0.4411764705882353,0.0,0.0,3.6510739670822776,0.0005174992932730056,Yes,0.0
siglo,Overall,0.0,0.0,15.0,0.4411764705882353,-3.6510739670822776,0.0005174992932730056,Yes,-100.0
cercanias,Overall,0.0,0.0,19.0,0.5588235294117647,-3.6443019159846646,0.0005289560156923474,Yes,-100.0
superior1,Overall,19.0,0.5588235294117647,0.0,0.0,3.6443019159846646,0.0005289560156923474,Yes,0.0
proporcionan,Overall,23.0,0.6764705882352942,0.0,0.0,3.60803230192339,0.0005945452430747878,Yes,0.0
compresión,Overall,18.0,0.5294117647058824,0.0,0.0,3.584823780670612,0.0006405018126449289,Yes,0.0
expandio,Overall,0.0,0.0,18.0,0.5294117647058824,-3.584823780670612,0.0006405018126449289,Yes,-100.0
Opciones_Disponibles,Overall,21.0,0.6176470588235294,0.0,0.0,3.546578567193418,0.0007236857656185667,Yes,0.0
España,Overall,0.0,0.0,17.0,0.5,-3.530816713830763,0.0007608719532012898,Yes,-100.0
conveniencia,Overall,17.0,0.5,0.0,0.0,3.530816713830763,0.0007608719532012898,Yes,0.0
Caracteristicas,Overall,11.0,0.3235294117647059,0.0,0.0,3.526932425840988,0.0007703107960591696,Yes,0.0
Dedicado1,Overall,11.0,0.3235294117647059,0.0,0.0,3.526932425840988,0.0007703107960591696,Yes,0.0
bolsillos,Overall,11.0,0.3235294117647059,0.0,0.0,3.526932425840988,0.0007703107960591696,Yes,0.0
principio,Overall,0.0,0.0,11.0,0.3235294117647059,-3.5269324258409886,0.0007703107960591698,Yes,-100.0
altiplano1,Overall,0.0,0.0,19.0,0.5588235294117647,-3.5135562782183034,0.0008036726061702885,Yes,-100.0
transpirables,Overall,19.0,0.5588235294117647,0.0,0.0,3.5135562782183034,0.0008036726061702885,Yes,0.0
perfectamente,Overall,31.0,0.9117647058823529,0.0,0.0,3.486435413084958,0.0008755698027055048,Yes,0.0
Ryanair1,Overall,16.0,0.47058823529411764,0.0,0.0,3.4839533628455417,0.0008824459348530403,Yes,0.0
Solanum,Overall,0.0,0.0,20.0,0.5882352941176471,-3.4704172112928955,0.0009208556148216301,Yes,-100.0
andino,Overall,0.0,0.0,20.0,0.5882352941176471,-3.4704172112928955,0.0009208556148216301,Yes,-100.0
mochila2,Overall,12.0,0.35294117647058826,0.0,0.0,3.446737587922818,0.0009918854763369225,Yes,0.0
francés,Overall,0.0,0.0,12.0,0.35294117647058826,-3.4467375879228177,0.0009918854763369244,Yes,-100.0
trasladada,Overall,0.0,0.0,21.0,0.6176470588235294,-3.4467375879228177,0.0009918854763369244,Yes,-100.0
viajes,Overall,12.0,0.35294117647058826,0.0,0.0,3.4467375879228177,0.0009918854763369244,Yes,0.0
alimentacion,Overall,0.0,0.0,24.0,0.7058823529411765,-3.4467375879228173,0.0009918854763369246,Yes,-100.0
Mochila,Overall,9.0,0.2647058823529412,0.0,0.0,3.446737587922817,0.0009918854763369268,Yes,0.0
diferentes,Overall,9.0,0.2647058823529412,0.0,0.0,3.446737587922817,0.0009918854763369268,Yes,0.0
elementos,Overall,15.0,0.4411764705882353,0.0,0.0,3.446737587922817,0.0009918854763369268,Yes,0.0
aerolíneas,Overall,14.0,0.4117647058823529,0.0,0.0,3.42306752845278,0.0010680499600756968,Yes,0.0
genero,Overall,0.0,0.0,14.0,0.4117647058823529,-3.42306752845278,0.0010680499600756968,Yes,-100.0
hombros,Overall,14.0,0.4117647058823529,0.0,0.0,3.42306752845278,0.0010680499600756968,Yes,0.0
papa2,Overall,0.0,0.0,14.0,0.4117647058823529,-3.42306752845278,0.0010680499600756968,Yes,-100.0
principal1,Overall,14.0,0.4117647058823529,0.0,0.0,3.42306752845278,0.0010680499600756968,Yes,0.0
diseñada1,Overall,13.0,0.38235294117647056,0.0,0.0,3.419330913990494,0.0010805678477453973,Yes,0.0
pasaporte,Overall,13.0,0.38235294117647056,0.0,0.0,3.419330913990494,0.0010805678477453973,Yes,0.0
separar,Overall,13.0,0.38235294117647056,0.0,0.0,3.419330913990494,0.0010805678477453973,Yes,0.0
Imagen,Overall,0.0,0.0,55.0,1.6176470588235294,-3.4131438156094998,0.0011016006363580794,Yes,-100.0
articulos1,Overall,19.0,0.5588235294117647,0.0,0.0,3.395943140877023,0.0011621264896545414,Yes,0.0
BritishAirways,Overall,21.0,0.6176470588235294,0.0,0.0,3.354880089903872,0.0013195710942697828,Yes,0.0
amplio1,Overall,16.0,0.47058823529411764,0.0,0.0,3.325295719637075,0.0014452557585289412,Yes,0.0
principal,Overall,16.0,0.47058823529411764,0.0,0.0,3.325295719637075,0.0014452557585289412,Yes,0.0
Durabilidad,Overall,19.0,0.5588235294117647,0.0,0.0,3.2894016914536928,0.0016129016865478341,Yes,0.0
familia,Overall,0.0,0.0,19.0,0.5588235294117647,-3.2894016914536928,0.0016129016865478341,Yes,-100.0
comenzó,Overall,0.0,0.0,22.0,0.6470588235294118,-3.2762586844969883,0.0016787427931211078,Yes,-100.0
mucho1,Overall,10.0,0.29411764705882354,0.0,0.0,3.273268353539886,0.0016940722415513542,Yes,0.0
Andes,Overall,0.0,0.0,10.0,0.29411764705882354,-3.2732683535398857,0.0016940722415513545,Yes,-100.0
aereos,Overall,0.0,0.0,10.0,0.29411764705882354,-3.2732683535398857,0.0016940722415513545,Yes,-100.0
bolsillo1,Overall,10.0,0.29411764705882354,0.0,0.0,3.2732683535398857,0.0016940722415513545,Yes,0.0
mucho,Overall,15.0,0.4411764705882353,0.0,0.0,3.2732683535398857,0.0016940722415513545,Yes,0.0
paraguas,Overall,15.0,0.4411764705882353,0.0,0.0,3.2732683535398857,0.0016940722415513545,Yes,0.0
escritos,Overall,0.0,0.0,14.0,0.4117647058823529,-3.2299006276534463,0.0019317236704651133,Yes,-100.0
mojados,Overall,14.0,0.4117647058823529,0.0,0.0,3.2299006276534463,0.0019317236704651133,Yes,0.0
nombre,Overall,0.0,0.0,14.0,0.4117647058823529,-3.2299006276534463,0.0019317236704651133,Yes,-100.0
resistente,Overall,23.0,0.6764705882352942,0.0,0.0,3.2225595334237727,0.0019749280016623885,Yes,0.0
TiraDeMochilas,Overall,81.0,2.3823529411764706,0.0,0.0,3.204766444465039,0.002083438227599998,Yes,0.0
Qantas,Overall,11.0,0.3235294117647059,0.0,0.0,3.203869768108962,0.0020890519333858575,Yes,0.0
acolchado,Overall,11.0,0.3235294117647059,0.0,0.0,3.203869768108962,0.0020890519333858575,Yes,0.0
cabina2,Overall,11.0,0.3235294117647059,0.0,0.0,3.203869768108962,0.0020890519333858575,Yes,0.0
los3,Overall,0.0,0.0,11.0,0.3235294117647059,-3.203869768108962,0.0020890519333858575,Yes,-100.0
region,Overall,0.0,0.0,11.0,0.3235294117647059,-3.203869768108962,0.0020890519333858575,Yes,-100.0
resistente1,Overall,11.0,0.3235294117647059,0.0,0.0,3.203869768108962,0.0020890519333858575,Yes,0.0
siglo1,Overall,0.0,0.0,11.0,0.3235294117647059,-3.203869768108962,0.0020890519333858575,Yes,-100.0
trasero,Overall,11.0,0.3235294117647059,0.0,0.0,3.203869768108962,0.0020890519333858575,Yes,0.0
compartimento4,Overall,22.0,0.6470588235294118,0.0,0.0,3.2038697681089614,0.0020890519333858623,Yes,0.0
hombros2,Overall,11.0,0.3235294117647059,0.0,0.0,3.2038697681089614,0.0020890519333858623,Yes,0.0
lago,Overall,0.0,0.0,11.0,0.3235294117647059,-3.2038697681089614,0.0020890519333858623,Yes,-100.0
malla,Overall,11.0,0.3235294117647059,0.0,0.0,3.2038697681089614,0.0020890519333858623,Yes,0.0
Ryanair,Overall,13.0,0.38235294117647056,0.0,0.0,3.198910364942378,0.0021203577367244087,Yes,0.0
lateral,Overall,13.0,0.38235294117647056,0.0,0.0,3.198910364942378,0.0021203577367244087,Yes,0.0
patata,Overall,0.0,0.0,13.0,0.38235294117647056,-3.198910364942378,0.0021203577367244087,Yes,-100.0
tiempo,Overall,13.0,0.38235294117647056,0.0,0.0,3.198910364942378,0.0021203577367244087,Yes,0.0
tuberosa,Overall,0.0,0.0,13.0,0.38235294117647056,-3.198910364942378,0.0021203577367244087,Yes,-100.0
capacidad,Overall,20.0,0.5882352941176471,0.0,0.0,3.1865100272627664,0.0022005697690624993,Yes,0.0
conquistadores,Overall,0.0,0.0,24.0,0.7058823529411765,-3.186510027262767,0.0022005697690624993,Yes,-100.0
poliester,Overall,12.0,0.35294117647058826,0.0,0.0,3.186510027262767,0.0022005697690624993,Yes,0.0
ajusta,Overall,8.0,0.23529411764705882,0.0,0.0,3.186510027262766,0.0022005697690625037,Yes,0.0
pertenencias1,Overall,16.0,0.47058823529411764,0.0,0.0,3.186510027262766,0.0022005697690625037,Yes,0.0
planta,Overall,0.0,0.0,12.0,0.35294117647058826,-3.186510027262766,0.0022005697690625037,Yes,-100.0
todo,Overall,0.0,0.0,8.0,0.23529411764705882,-3.186510027262766,0.0022005697690625037,Yes,-100.0
traves,Overall,0.0,0.0,8.0,0.23529411764705882,-3.186510027262766,0.0022005697690625037,Yes,-100.0
frontal,Overall,17.0,0.5,0.0,0.0,3.1372129770160484,0.002548425685309626,Yes,0.0
MochilaPrincipal,Overall,38.0,1.1176470588235294,0.0,0.0,3.124860652630875,0.002643314625786887,Yes,0.0
humedos,Overall,18.0,0.5294117647058824,0.0,0.0,3.112038336636561,0.0027453006200483404,Yes,0.0
caducifolia,Overall,0.0,0.0,14.0,0.4117647058823529,-3.066131567740966,0.0031413548520248286,Yes,-100.0
desambiguacion,Overall,0.0,0.0,14.0,0.4117647058823529,-3.066131567740966,0.0031413548520248286,Yes,-100.0
brindan,Overall,14.0,0.4117647058823529,0.0,0.0,3.0661315677409653,0.0031413548520248416,Yes,0.0
mientras,Overall,14.0,0.4117647058823529,0.0,0.0,3.0661315677409653,0.0031413548520248416,Yes,0.0
esenciales,Overall,16.0,0.47058823529411764,0.0,0.0,3.063766744820282,0.0031631344890821465,Yes,0.0
regulaciones,Overall,21.0,0.6176470588235294,0.0,0.0,3.049432985580488,0.00329818699323549,Yes,0.0
correas,Overall,17.0,0.5,0.0,0.0,3.0326096536605913,0.0034635424123441536,Yes,0.0
garantiza1,Overall,17.0,0.5,0.0,0.0,3.0326096536605913,0.0034635424123441536,Yes,0.0
Fue,Overall,0.0,0.0,9.0,0.2647058823529412,-3.020408398577575,0.0035882604952478894,Yes,-100.0
Para,Overall,0.0,0.0,9.0,0.2647058823529412,-3.020408398577575,0.0035882604952478894,Yes,-100.0
organizacion,Overall,18.0,0.5294117647058824,0.0,0.0,3.020408398577575,0.0035882604952478894,Yes,0.0
Convenientes,Overall,9.0,0.2647058823529412,0.0,0.0,3.0204083985775747,0.0035882604952478963,Yes,0.0
Se,Overall,9.0,0.2647058823529412,0.0,0.0,3.0204083985775747,0.0035882604952478963,Yes,0.0
dentro,Overall,9.0,0.2647058823529412,0.0,0.0,3.0204083985775747,0.0035882604952478963,Yes,0.0
espuma,Overall,9.0,0.2647058823529412,0.0,0.0,3.0204083985775747,0.0035882604952478963,Yes,0.0
planta2,Overall,0.0,0.0,9.0,0.2647058823529412,-3.0204083985775747,0.0035882604952478963,Yes,-100.0
Descripcion,Overall,0.0,0.0,13.0,0.38235294117647056,-3.016269099768553,0.003631511804942156,Yes,-100.0
superior,Overall,15.0,0.4411764705882353,0.0,0.0,2.9927536126059535,0.0038865645513318395,Yes,0.0
Amplio,Overall,12.0,0.35294117647058826,0.0,0.0,2.977527773470979,0.0040604787967007646,Yes,0.0
Papa,Overall,0.0,0.0,12.0,0.35294117647058826,-2.977527773470979,0.0040604787967007646,Yes,-100.0
gracias,Overall,0.0,0.0,12.0,0.35294117647058826,-2.977527773470979,0.0040604787967007646,Yes,-100.0
para14,Overall,12.0,0.35294117647058826,0.0,0.0,2.977527773470979,0.0040604787967007646,Yes,0.0
principales,Overall,12.0,0.35294117647058826,0.0,0.0,2.977527773470979,0.0040604787967007646,Yes,0.0
región,Overall,0.0,0.0,12.0,0.35294117647058826,-2.977527773470979,0.0040604787967007646,Yes,-100.0
ropa,Overall,12.0,0.35294117647058826,0.0,0.0,2.977527773470979,0.0040604787967007646,Yes,0.0
separado,Overall,12.0,0.35294117647058826,0.0,0.0,2.977527773470979,0.0040604787967007646,Yes,0.0
densidad,Overall,10.0,0.29411764705882354,0.0,0.0,2.9625319820519835,0.004238802758592067,Yes,0.0
que,Overall,10.0,0.29411764705882354,0.0,0.0,2.9625319820519835,0.004238802758592067,Yes,0.0
telefono,Overall,10.0,0.29411764705882354,0.0,0.0,2.9625319820519835,0.004238802758592067,Yes,0.0
espalda1,Overall,10.0,0.29411764705882354,0.0,0.0,2.962531982051983,0.004238802758592076,Yes,0.0
mundo,Overall,0.0,0.0,10.0,0.29411764705882354,-2.962531982051983,0.004238802758592076,Yes,-100.0
